# Simple Perfect	Compound Perfect	Contingent	Compound Imperfect	Jussive	Imperative	Gerund	Infinitive	Participle	Translation	Verb Type
አነ፟ጠ	አን፟ጧል	ያን፟ጥ	ያን፟ጣል	ያን፟ጥ	አን፟ጥ	አን፟ጦ	ማነ፟ጥ	አና፟ጢ	fashion	t
አንጠለጠ፟ለ	አንጠልጥሏል	ያንጠልጥ፟ል	ያንጠልጥ፟ላል	ያንጠልጥል	አንጠልጥል	አንጠልጥሎ	ማንጠልጠል	አንጠልጣይ	hang	t
አንጠ፟ሰ	አንጥሷል	ያነጥ፟ስ	ያነጥ፟ሳል	ያንጥስ	አንጥስ	አንጥሶ	ማንጠስ	አንጣሽ	sneeze	t
አነጠ፟ፈ	አንጥፏል	ያነጥ፟ፍ	ያነጥ፟ፋል	ያንጥፍ	አንጥፍ	አንጥፎ	ማንጠፍ	አንጣፊ	spread	t
አከ፟ለ	አክ፟ሏል	ያክ፟ል ያኽል[ያህል]	ያክ፟ላል ያኽላል[ያህ-]	ያክ፟ል	አክ፟ል	አክ፟ሎ	ማከ፟ል	አካ፟ይ	amount to	t
አከ፟ራየ፟ 2nd -ራየህ	አከ፟ራይቷል	ያከ፟ራይ፟	ያከ፟ራያ፟ል	ያከ፟ራይ	አከ፟ራይ	አከ፟ራይቶ	ማከ፟ራየት		let on hire	t
አከበ፟ረ	አክብሯል	ያከብር	ያከብራል	ያክብር	አክብር	አክብሮ	ማክበር	አክባሪ	honour	t
አከ፟ከ	አኳ፟ል	ያክ፟	ያካ፟ል	ይከክ	እከክ	አኮ፟	ማከክ	አካኪ	scratch	t
አካ፟ፈ፟ለ	አካ፟ፍሏል	ያካ፟ፍ፟ል	ያካ፟ፍ፟ላል	ያካ፟ፍል	አካ፟ፍል	አካ፟ፍሎ	መካ፟ፈል	አካ፟ፋይ	distribute	t
አወለ፟ቀ	አውልቋል	ያወልቅ	ያወልቃል	ያውልቅ	አውልቅ	አውልቆ	ማውለቅ		take off	t
አወረ፟ደ 	አውርዷል	ያወርድ	ያወርዳል	ያውርድ	አውርድ	አውርዶ	ማውረድ	አውራጅ	unload	t
አዋሰ	አውሷል	ያውስ	ያውሳል	ያውስ	አውስ	አውሶ	ማዋስ	አዋሽ	bring as guarantor	t
አወቀ	አውቋል	ያውቅ	ያውቃል	ይወቅ	እወቅ	አውቆ	ማወቅ	አዋቂ	know	t
አወዛወዘ	አወዛውዟል	ያወዛውዝ	ያወዛውዛል	ያወዛውዝ	አወዛውዝ	አወዛውዞ	ማወዛወዝ	አወዛዋዥ	shake	t
አውደለደ፟ለ	አውደልድሏል	ያውደልድ፟ል	ያውደለድ፟ላል	ያውደልድል	አውደልድል	አውደልድሎ	ማውደልደል	አውደልዳይ	be idle	i
አወጣ፟	አውጥ፟ቷል	ያወጣ	ያወጣል	ያውጣ	አውጣ	አውጥቶ	ማውጣት	አውጭ	expel	t
አዘ፟መ፟ተ	አዘ፟ም፟ቷል	ያዘ፟ም፟ት	ያዘ፟ም፟ታል	ያዘ፟ም፟ት	አዘ፟ም፟ት	አዘ፟ም፟ቶ	ማዘ፟መ፟ት	አዝማች	send on a campaign	t
አዞረ	አዙሯል	ያዞር	ያዞራል	ያዙር	አዙር	አዙሮ	ማዞር	አዟሪ	turn round	t
አዘ፟ነ	አዝኗል	ያዝን	ያዝናል	ይዘን	እዘን	አዝኖ	ማዘን	አዛኝ	grieve	i
አዘ፟ዘ	አዟ፟ል	ያዝ፟	ያዛ፟ል	ይዘዝ	እዘዝ	አዞ፟	ማዘዝ	አዛ፟ዥ	order	t
አዛ፟ጋ፟	አዛ፟ግቷል	ያዛ፟ጋ፟	ያዛ፟ጋ፟ል	ያዛ፟ጋ	አዛ፟ጋ	አዛ፟ግቶ	ማዛ፟ጋት	አዛ፟ጊ	yawn	i
አየ፟ 2nd አየ፟ህ	አይቷል	ያይ	ያያል	ይይ	እይ	አይቶ	ማየት	ኣዪ፟	see	t
አደላ፟	አድልቷል	ያደላ	ያደላል	ያድላ	አድላ	አድልቶ	ማድላት	አድሊ [አድይ]	show favour	i
አደመ፟ጠ	አድምጧል	ያደምጥ	ያደምጣል	ያድምጥ	አድምጥ	አድምጦ	ማድመጥ	አድማጭ	listen to	t
አደ፟ረ	አድሯል	ያድር	ያድራል	ይደር	እደር	አድሮ	ማደር	አዳሪ	pass the night	i
አደረ፟ገ	አድርጓል	ያደርግ	ያደርጋል	ያድርግ	አድርግ	አድርጎ	ማድረግ	አድራጊ	do 	t
አደ፟ሰ	አድ፟ሷል	ያድ፟ስ	ያድ፟ሳል	ያድ፟ስ	አድ፟ስ	አድ፟ሶ	ማደ፟ስ	አዳ፟ሽ	renew	t
አደ፟ባ	አድብቷል	ያደባ	ያደባል	ያድባ	አድባ	አድብቶ	ማድባት	አድቢ	ambush	t
አደ፟ነ	አድ፟ኗል	ያድ፟ን	ያድ፟ናል	ያድ፟ን	አድ፟ን	አድ፟ኖ	ማደ፟ን	አዳ፟ኝ	hunt	t
አዳነ	አድኗል	ያድን	ያድናል	ያድን	አድን	አድኖ	ማዳን	አዳኝ	save 	t
አደከ፟መ	አድክሟል	ያደክም	ያደክማል	ያድክም	አድክም	አድክሞ	ማድከም	አድካሚ	tire  	t
አደ፟ገ	አድጓል	ያድግ	ያድጋል	ይደግ	እደግ	አድጐ	ማደግ	አዳጊ	grow	t
አደ፟ፈ	አድፏል	ያድፍ	ያድፋል	ይደፍ		አድፎ	ማደፍ	አዳፊ	be dirty	i
አገ፟ለባበ፟ጠ	አገ፟ለባብጧል	ያገ፟ለባብጥ	ያገ፟ለባብጣል	ያገ፟ለባብጥ	አገ፟ለባብጥ	አገ፟ለባብጦ	ማገ፟ለባበጥ	አገ፟ለባባጭ	completely disarrange	t
አገለገ፟ለ	አገልግሏል	ያገለግ፟ል	ያገለግ፟ላል	ያገለግል	አገልግል	አገልግሎ	ማገልገል	አግልጋይ	serve	t
አጐረ፟በ	አጐርቧል	ያጐርብ	ያጐርባል	ያጐርብ		አጐርቦ	ማጉረብ	አጉራቢ	be blistered	i
አገረገ፟ረ	አግርግሯል	ያገርግ፟ር	ያገረግ፟ራል	ያገርግር		አገርግሮ	ማገርገር	አገርጋሪ	shy	i
አገሣ፟	አግሥቷል	ያገሣ	ያገሣል	ያግሣ	አግሣ	አግሥቶ	ማግሣት		roar	i
አገባ፟	አግብቷል	ያገባ	ያገባል	ያግባ	አግባ	አግብቶ	ማግባት	አግቢ	cause to enter marry	t
አጋ፟ባ፟	አጋ፟ብቷል	ያጋ፟ባ፟	ያጋ፟ባ፟ል	ያጋ፟ባ	አጋ፟ባ	አጋ፟ብቶ	ማጋ፟ባት		give in marriage	t
አጐነበ፟ሰ	አጐንብሷል	ያጐነብ፟ስ	ያጐነብ፟ሳል	ያጐንብስ	አጐንብስ	አጐንብሶ	ማጎንበስ	አጐንባሽ	be bent	i
አገ፟ናኘ፟ 2nd ኘ፟ህ	አገ፟ናኝቷል	ያገ፟ናኝ	ያገ፟ናኛል	ያገ፟ናኝ	አገ፟ናኝ	አገ፟ናኝቶ	ማገ፟ናኘት		cause to meet	t
አገኘ፟ 2nd ኘ፟ህ	አግኝቷል 1st አግኝቻለሁ	ያገኝ	ያገኛ፟ል	ያግኝ	አግኝ	አግኝቶ አግኝቼ፟	ማግኝት	አግኝ	find	t
አገደ፟ደ	አግዷ፟ል	ያገድ፟	ያገዳ፟ል	ያግድ፟	አግድ፟	አግዶ፟	ማግደድ	አግዳጅ	cause a lack of	t
አጌጠ	አጊጧል	ያጌጥ	ያጌጣል 	ያጊጥ	አጊጥ	አጊጦ	ማጌጥ		be ornamental	i
አጣ፟	አጥቷል	ያጣ	ያጣል	ይጣ	እጣ	አጥቶ	ማጣት	አጭ(-ጪ)	lack	t
አጠለ፟ቀ	አጥልቋል	ያጠልቅ	ያጠልቃል	ያጥልቅ	አጥልቅ	አጥልቆ	ማጥለቅ	አጥላቂ	deepen	t
አጠመ፟መ	አጠሟ፟ል	ያጠም፟ም	ያጠም፟ማል	ያጠም፟	አጠም፟	አጠሞ፟	ማጠመም	አጠማሚ	bend	t
አጠመ፟ደ	አጥምዷል	ያጠምድ	ያጠምዳል	ያጥምድ	አጥምድ	አጥምዶ	ማጥመድ	አጥማጅ	set (a trap)	t
አጠ፟ረ	አጥሯል	ያጥር	ያጥራል	ይጠር		አጥሮ	ማጠር	አጣሪ	be short	i
አጠራ፟	አጥርቷል	ያጠራ	ያጠራል	ያጥራ	አጥራ	አጥርቶ	ማጥራት	አጥሪ	purify	t
አጠ፟በ	አጥቧል	ያጥብ፟	ያጥባል	ይጠብ	እጠብ	አጥቦ	ማጠብ	አጣቢ	wash	t
አጣበ፟ቀ	አጣ፟ብቋል	ያጣ፟ብ፟ቅ	ያጣ፟ብ፟ቃል	ያጣ፟ብቅ	አጣ፟ብቅ	አጣ፟ብቆ	ማጣ፟በቅ	አጣ፟ባቂ	squeeze	t
አጠበ፟በ	አጥብቧል	ያጥብ	ያጠባ፟ል	ያጥብብ	አጥብብ	አጥብቦ	ማጥበብ	አጥባቢ	make narrow	t
አጠ፟ነ	አጥኗል	ያጥን	ያጥናል	ይጠን	እጠን	አጥኖ	ማጠን	አጣኝ	perfume	t
አጠጣ፟	አጠጥ፟ቷል	ያጠጣ፟	ያጠጣ፟ል	ያጠጣ	አጠጣ፟	አጠጥ፟ቶ	ማጠጣ፟ት	አጠጭ፟	water, give drink to	t
አጠ፟ፈ	አጥፏል	ያጥፍ	ያጥፋል	ይጠፍ	እጠፍ	አጥፎ	ማጠፍ	አጣፊ	fold	t
አጠፋ፟	አጥፍቷል	ያጠፋ	ያጠፋል	ያጥፋ	አጥፋ	አጥፍቶ	ማጥፋት	አጥፊ	extinguish, lose	t
አጫ፟ወተ	አጫውቷል	ያጫ፟ውት	ያጫ፟ውታል	ያጫ፟ውት	አጫ፟ውት	አጫ፟ውቶ	ማጫ፟ወት	አጫ፟ዋች	converse with	t
አጨ፟ደ	አጭዷል	ያጭድ	ያጭዳል	ይጨድ	እጨድ	አጭዶ	ማጨድ	አጫጅ	reap	t
አፈ፟ላ	አፍልቷል	ያፈላ	ያፈላል	ያፍላ	አፍላ	አፍልቶ	ማፍላት	አፍሊ [አፍይ]	boil	t
አፈ፟ረ	አፍሯል	ያፍር	ያፍራል	ይፈር	እፈር	አፍሮ	ማፈር	አፋሪ	be ashamed	i
አፈረ፟ሰ	አፍርሷል	ያፈርስ	ያፈርሳል	ያፍርስ	አፍርስ	አፍርሶ	ማፍረስ	አፍራሽ	destroy	t
አፈ፟ሰ	አፍሷል	ያፍስ	ያፍሳል	ይፈስ	እፈስ	አፍሶ	ማፈስ	አፋሽ	gather up	t
አፈሰ፟ሰ	አፍስሷል አፍሷ፟ል	ያፈስ፟	ያፈሳ፟ል	ያፍስስ ያፍስ፟	አፍስስ አፍስ	አፍስሶ አፍሶ፟	ማፍሰስ	አፍሳሽ	pour	t
አፈነዳ፟	አፈንድቷል	ያፈነዳ፟	ያፈነዳ፟ል	ያፈንዳ	አፈንዳ	አፈንድቶ	ማፈንዳት	አፈንጅ	burst	t
አፎኘ፟ 2nd ኘ፟ህ	አፎኝ፟ቷል	ያፎኝ፟	ያፎኛ፟ል	ያፎኝ፟	አፎኝ፟	አፎኝ፟ቶ	ማፎኘ፟ት		hiss	i
አፈጠ፟ነ	አፍጥኗል	ያፈጥን	ያፈጥናል	ያፍጥን	አፍጥን	አፍጥኖ	ማፍጠን	አፍጣኝ	hasten	t
አፏጨ፟ 2nd -ጨህ	አፏጭቷል	ያፏጭ፟	ያፏጫ፟ል	ያፏጭ	አፏጭ	አፏጭቶ	ማፏጨት		whistle	i
ከለከ፟ለ	ከልክሏል	ይከልክ፟ል	ይከለክ፟ላል	ይከልክል	ከልክል	ከልክሎ	መከልከል	ከልካይ	hinder	t
ከመ፟ረ	ከም፟ሯል	ይከም፟ር	ይከም፟ራል	ይከም፟ር	ከም፟ር	ክም፟ሮ	መከመ፟ር	ከማ፟ሪ	pile	t
ኰረኰረ	ኰርኩሯል	ይኰረኩር	ይኰረኩራል	ይኰርኩር	ኰርኩር	ኰርኩሮ	መኰርኰር	ኰርኳሪ	spur	t
ከሳ፟	ከስቷል	ይከሳ	ይከሳል	ይክሳ		ከስቶ	መክሳት	ከሽ (-ሺ) ከሳሽ	become thin	i
ከሰ፟ሰ	ክሷ፟ል	ይከስ፟	ይከሳ፟ል	ይክሰስ	ክሰስ	ከሶ፟	መክሰስ	ከሳሽ	accuse	t
ከበ፟ረ	ከብሯል	ይከብር	ይከብራል	ይክበር	ክበር	ከብሮ	መክበር	ከባሪ	be honoured	i
ከበ፟ደ	ከብዷል	ይከብድ	ይከብዳል	ይክበድ		ከብዶ	መክበድ	ከባጅ	be heavy	i
ከተ፟ተ	ከቷ፟ል	ይከት፟	ይከታ፟ል	ይክተት	ክተት	ከቶ	መክተት	ከታች	pack	t
ከዳ፟	ከድቷል	ይከዳ	ይከዳል	ይክዳ	ክዳ	ከድቶ	መክዳት	ከጅ	run away	i
ካደ	ክዷል	ይክድ	ይክዳል	ይካድ	ካድ	ክዶ	መካድ	ካጅ	renounce	t
ከደ፟ነ	ከድኗል	ይከድን	ይከድናል	ይክደን	ክደን	ከድኖ	መክደን	ከዳኝ	cover 	t
ከፋ፟	ከፍቷል	ይከፋ	ይከፋል	ይክፋ	ክፋ	ከፍቶ	መክፋት	ከፊ	be bad	i
ከፈ፟ለ	ከፍሏል	ይከፍል	ይከፍላል	ይክፈል	ክፈል	ከፍሎ	መክፈል	ከፋይ	divide	t
ከፈ፟ተ	ከፍቷል	ይከፍት	ይከፍታል	ይክፈት	ክፈት	ከፍቶ	መክፈት	ከፋች	open	t
ከፈከ፟ፈ	ከፍክፏል	ይከፍክ፟ፍ	ይከፈክፋ፟ል	ይከፍክፍ	ከፍክፍ	ከፍክፎ	መከፍከፍ	ከፍካፊ	sprinkle	t
ዋለ	ውሏል	ይውል	ይውላል	ይዋል	ዋል	ውሎ	መዋል	ዋይ	spend noon	i
ወለ፟ቀ	ወልቋል	ይወልቅ	ይወልቃል	ይውለቅ		ወልቆ	መውለቅ		get dislocated	i
ወለወለ	ወልውሏል	ይወልውል	ይወለውላል	ይወልውል	ወልውል	ወልውሎ	መወልወል	ወልዋይ	wipe	t
ወለ፟ደች	ወልዳለ፟ች	ትወልድ	ትወልዳለ፟ች	ትውለድ	ውለጅ (-ጂ-)	ወልዳ	መውለድ	ወላጅ	bear	t
ወረ፟ሰ	ወርሷል	ይወርስ	ይወርሳል	ይውረስ	ውረስ	ወርሶ	መውረስ	ወራሽ	inherit	t
ወረወረ	ወርውሯል	ይወረውር	ይወረውራል	ይወርውር	ወርውር	ወርውሮ	መወርወር	ወርዋሪ	throw	t
ወረ፟ደ	ወርዷል	ይውረድ	ይወርዳል	ይውረድ	ውረድ	ወርዶ	መውረድ	ወራጅ	descend	i
ወሰ፟ነ	ወስ፟ኗል	ይወስ፟ን	ይወስ፟ናል	ይወስ፟ን	ወስ፟ን	ወስ፟ኖ	መወሰ፟ን	ወሳ፟ኝ	define	t
ወሰ፟ደ	ወስዷል	ይወስድ	ይወስዳል	ይውሰድ	ውሰድ	ወስዶ	መውሰድ	ወሳጅ	remove	t
ዋሸ፟ 2nd ዋሸ፟ህ	ዋሽቷል	ይዋሽ፟	ይዋሻ፟ል	ይዋሽ	ዋሽ	ዋሽቶ	መዋሸት	ዋሽ (-ሺ-)	tell a lie	i
ወሸ፟መ	ወሽ፟ሟል	ይወሽ፟ም	ይወሽ፟ማል	ይወሽ፟ም	ወሽ፟ም	ወሽ፟ሞ	መወሸ፟ም	ወሻ፟ሚ	commit adultery	i
ወቀ፟ጠ	ወቅጧል	ይወቅጥ	ይወቅጣል	ይውቀጥ	ውቀጥ	ወቅጦ	መውቀጥ	ወቃጭ	crush	t
ዋኘ፟ 2nd ዋኘ፟ህ	ዋኝቷል	ይዋኝ፟	ይዋኛ፟ል	ይዋኝ	ዋኝ	ዋኝቶ	መዋኘት	ዋኝ	swim	i
ወዛ፟	ወዝቷል	ይወዛ	ይወዛል	ይውዛ	ውዛ	ወዝቶ	መውዛት	ወዥ (-ዢ-)	sweat	i
ወዘወዘ	ወዝውዟል	ይወዘውዝ	ይወዘውዛል	ይወዝውዝ	ወዝውዝ	ወዝውዞ	መወዝወዝ	ወዝዋዥ	shake	t
ወደ፟ቀ	ወድቋል	ይወድቅ	ይወድቃል	ይውደቅ	ውደቅ	ወድቆ	መውደቅ	ወዳቂ	fall	i
ወደ፟ደ	ወዷ፟ል	ይወድ፟	ይወዳ፟ል	ይውደድ	ውደድ	ወዶ፟	መውደድ	ወዳጅ	love	t
ወጋ፟	ወግቷል	ይወጋ	ይወጋል	ይውጋ	ውጋ	ወግቶ	መውጋት	ወጊ	prick	t
ወጣ፟	ወጥቷል	ይወጣ	ይወጣል	ይውጣ	ውጣ	ወጥቶ	መውጣት	ወጭ	come out	i
ዋጠ	ውጧል	ይውጥ	ይውጣል	ይዋጥ	ዋጥ	ውጦ	መዋጥ	ዋጭ	swallow	t
ወጠ፟ረ	ወጥ፟ሯል	ይወጥ፟ር	ይወጥራ፟ል	ይወጥ፟ር	ወጥ፟ር	ወጥ፟ሮ	መወጠ፟ር	ወጣ፟ሪ	stretch	t
ወፈ፟ረ	ወፍ፟ሯል	ይወፍ፟ር	ይወፍ፟ራል	ይወፍ፟ር		ወፍ፟ሮ	መወፈ፟ር	ወፋ፟ሪ	be thick	i
ዘለ፟ለ	ዘሏ፟ል	ይዘል፟	ይዘላ፟ል	ይዝለል	ዝለል	ዘሎ፟	መዝለል	ዘላይ	jump	t
ዘመ፟ረ	ዘም፟ሯል	ይዘም፟ር	ይዘም፟ራል	ይዘም፟ር	ዘም፟ር	ዘም፟ሮ	መዘመ፟ር	ዘማ፟ሪ	chant	t
ዘመ፟ተ	ዘምቷል	ይዘምት	ይዘምታል	ይዝመት	ዝመት	ዘምቶ	መዝመት	ዘማች	go on a campaign	i
ዘራ፟	ዘርቷል	ይዘራ	ይዘራል	ይዝራ	ዝራ	ዘርቶ	መዝራት	ዘሪ	sow	t
ዞረ	ዙሯል	ይዞር	ይዞራል	ይዙር	ዙር	ዙሮ	መዞር	ዟሪ	revolve	i
ዘረጋ፟	ዘርግቷል	ይዘረጋ	ይዘረጋል	ይዘርጋ	ዘርጋ	ዘርግቶ	መዘርጋት	ዘርጊ	stretch	t
ዘረ፟ፈ	ዘርፏል	ይዘርፍ	ይዘርፋል	ይዝረፍ	ዝረፍ	ዘርፎ	መዝረፍ	ዘራፊ	loot	t
ዘቀዘ፟ቀ	ዘቅዝቋል	ይዘቀዝ፟ቅ	ይዘቀዝ፟ቃል	ይዘቅዝቅ	ዘቅዝቅ	ዘቅዝቆ	መዘቅዘቅ	ዘቅዛቂ	incline	t
ዘባ፟	ዘብቷል	ይዘባ	ይዘባል	ይዝባ		ዘብቶ	መዝባት	ዘቢ	warp	i
ዘነ፟በ	ዘንቧል	ይዘንብ	ይዘንባል	ይዝነብ		ዘንቦ	መዝነብ		rain	i
ዘወረ	ዘውሯል	ይዘውር	ይዘውራል	ይዘውር	ዘውር	ዘውሮ	መዘወር	ዘዋሪ	turn round	t
ዘጋ፟	ዘግቷል	ይዘጋ	ይዘጋል	ይዝጋ	ዝጋ	ዘግቶ	መዝጋት	ዘጊ	shut	t
ዘገየ፟ 2nd ዘገየ፟ህ	ዘግይቷል	ይዘገይ፟	ይዘገያ፟ል	ይዘገይ (-ገዩ፟)ይዘግይ(-ግዩ-	ዘገይ (-ገዩ፟)ዘግይ(-ግዩ-)	ዘግይቶ	መዘገየ፟ት  መዘግየት		be late	i
ዘፈ፟ነ	ዘፍኗል	ይዘፍን	ይዘፍናል	ይዝፈን	ዝፈን	ዘፍኖ	መዝፈን	ዘፋኝ	dance	i
ያዘ	ይዟል	ይይዝ	ይይዛል	ይያዝ	ያዝ	ይዞ	መያዝ	ያዥ	hold	t
ደለደ፟ለ	ደልድሏል	ይደለድ፟ል	ይደለድ፟ላል	ይደልድል	ደልድል	ደልድሎ	መደልደል	ደልዳይ	level	t
ደማ፟	ደምቷል	ይደማ	ይደማል	ይድማ		ደምቶ	መድማት		bleed  	i
ዳመ፟ጠ	ዳመጧል	ይዳም፟ጥ	ይዳም፟ጣል	ይዳምጥ	ዳምጥ	ዳምጦ	መዳመጥ	ዳማጭ	gin	t
ደረ፟ሰ	ደርሷል	ይደርስ	ይደርሳል	ይድረስ	ድረስ	ደርሶ	መድረስ	ደራሽ	arrive	i
ደረ፟ቀ	ደርቋል	ይደርቅ	ይደርቃል	ይድረቅ	ድረቅ	ደርቆ	መድረቅ	ደራቂ	dry	i
ዳሰ፟ሰ	ዳሷ፟ል	ይዳስ፟ስ	ይዳስ፟ሳል	ይዳስ፟	ዳስ፟	ዳሶ፟	መዳሰስ	ዳሳሽ	handle	t
ደበለ፟ቀ	ደብልቋል	ይደበል፟ቅ	ይደበል፟ቃል	ይደብልቅ	ደብልቅ	ደብልቆ	መደብለቅ	ደብላቂ	mix	t
ዳነ	ድኗል	ይድን	ይድናል	ይዳን		ድኖ	መዳን		recover	i
ደነ፟ቀው	ደንቆታል	ይደንቀው	ይደንቀዋል			ደንቆት			wonder	i
ደነበ፟ረ	ደንብሯል	ይደነብ፟ር	ይደነብ፟ራል	ይደንብር	ደንብር	ደንብሮ	መደንበር	ደንባሪ	bolt	i
ደነገ፟ጠ	ደንግጧል	ይደነግ፟ጥ	ይደነግ፟ጣል	ይደንግጥ		ደንግጦ	መደንገጥ	ደንጋጭ	be horrified	i
ዳኘ፟ 2nd ዳኘ፟ህ	ዳኝቷል	ይዳኝ፟	ይዳኛ፟ል	ይዳኝ	ዳኝ	ዳኝቶ	መዳኘ፟ት	ዳኝ (-ኚ-)	arbitrate	i
ደከ፟መ	ደክሟል	ይደክም	ይደክማል	ይድከም		ደክሞ	መድከም	ደካሚ	be tired	i
ደወለ	ደውሏል	ይደውል	ይደውላል	ይደውል	ደውል	ደውሎ	መደወል	ደዋይ	ring	t
ደገ፟መ	ደግሟል	ይደግም	ይደግማል	ይድገም	ድገም	ደግሞ	መድገም	ደጋሚ	repeat	t
ደገ፟ፈ	ደግ፟ፏል	ይደግ፟ፍ	ይደግ፟ፋል	ይደግ፟ፍ	ደግ፟ፍ	ደግ፟ፎ	መደገ፟ፍ		support	t
ዳጠ	ድጧል	ይድጥ	ይድጣል	ይዳጥ	ዳጥ	ድጦ	መዳጥ		slip	i
ጀለ	ጀሏል [ጅሏል]					ጀሎ ጅሎ			be ugly	i
ጀመ፟ለ	ጀም፟ሏል	ይጀም፟ል	ይጀም፟ላል	ይጀም፟ል	ጀም፟ል	ጀም፟ሎ	መጀመ፟ል	ጀማ፟ይ	add	t
ጀመ፟ረ	ጀም፟ሯል	ይጀ፟ምር	ይጀም፟ራል	ይጀም፟ር	ጀም፟ር	ጀም፟ሮ	መጀመ፟ር	ጀማ፟ሪ	begin	t
ጋለ፟በ	ጋልቧል	ይጋል፟ብ	ይጋል፟ባል	ይጋልብ	ጋልብ	ጋልቦ	መጋለብ	ጋላቢ	gallop	i
ገለባበ፟ጠ	ገለባብጧል	ይገለባብ፟ጥ	ይገለባብጣል	ይገለባብጥ	ገለባብጥ	ገለባብጦ	መገለባበጥ	ገለባባጭ	invert completely	t
ገለበ፟ጠ	ገልብጧል	ይገለብ፟ጥ	ይገለብ፟ጣል	ይገልብጥ	ገልብጥ	ገልብጦ	መገልበጥ	ገልባጭ	invert  	t
ገመ፟ሰ	ገምሷል	ይገምስ	ይገምሳል	ይግመስ	ግመስ	ገምሶ	መግመስ	ገማሽ	plough	t
ገራ፟	ገርቷል	ይገራ	ይገራል	ይግራ	ግራ	ገርቶ	መግራት	ገሪ	tame	t
ገረ፟መ	ገርሟል	ይገርም	ይገርማል	ይግረም		ገርሞ	መግረም		astonish	t
ገረ፟መ	ገር፟ሟል	ይገር፟ም	ይገር፟ማል	ይገር፟ም		ገር፟ሞ	መገረ፟ም		be tame 	i
ገረገ፟ረ	ገርግሯል	ይገረግ፟ር	ይገረግ፟ራል	ይገርግር		ገርግሮ	መገርገር	ገርጋሪ	stop short	i
ጐረጐረ	ጐርጉሯል	ይጐረጉር	ይጐረጉራል	ይጐረጉር	ጐርጉር	ጐርጉሮ	መጐርጐር	ጐርጓሪ	inspect	t
ገረ፟ፈ	ገርፏል	ይገርፍ	ይገርፋል	ይግረፍ	ግረፍ	ገርፎ	መግረፍ	ገራፊ	beat	t
ገሰገ፟ሰ	ገስግሷል	ይገሰግ፟ስ	ይገሰግሳ፟ል	ይገስግስ	ገስግስ	ገስግሶ	መገስገስ	ገስጋሽ	travel fast	i
ገባ፟	ገብቷል	ይገባ	ይገባል	ይግባ	ግባ	ገብቶ	መግባት	ገቢ	enter	i
ገበ፟ረ	ገብ፟ሯል	ይገብ፟ር	ይገብ፟ራል	ይገብ፟ር	ገብ፟ር	ገብ፟ሮ	መገበ፟ር	ገባ፟ሪ	pay tribute	i
ጋተ	ግቷል	ይግት	ይግታል	ይጋት	ጋት f. ጋች	ግቶ	መጋት	ጋች	give to drink	t
ገነ፟ነ	ገኗ፟ል	ይገን	ይገና፟ል	ይግነን	ግነን	ገኖ፟	መግነን	ገናኝ	increase	i
ገዛ፟	ገዝቷል	ይገዛ	ይገዛል	ይግዛ	ግዛ	ገዝቶ	መግዛት	ገዥ (-ዢ)	buy	t
ጐዳ፟	ጐድቷል	ይጐዳ	ይጐዳል	ይጉዳ	ጉዳ	ጐድቶ	መጉዳት	ጐጅ	injure	t
ገደ፟ለ	ገድሏል	ይገድል	ይገድላል	ይግደል	ግደል	ገድሎ	መግደል	ገዳይ	kill	t
ጐደ፟ለ	ጐድሏል	ይጐድል	ይጐድላል	ይጉደል	ጉደል	ጐድሎ	መጉደል	ጐዳይ	be lacking	i
ገደ፟በ	ገድ፟ቧል	ይገድ፟ብ	ይገድ፟ባል	ይገድ፟ብ	ገድ፟ብ	ገድ፟ቦ	መገደ፟ብ	ገዳ፟ቢ	dam	t
ገደ፟ደ	ገዷ፟ል	ይገድ፟	ይገዳ፟ል	ይግደድ		ገዶ፟	መግደድ	ገዳጅ	be wanting	i
ገደ፟ፈ	ገድፏል	ይገድፍ	ይገድፋል	ይግደፍ	ግደፍ	ገድፎ	መግደፍ	ገዳፊ	break (a fast)	t
ገደ፟ፈ	ገድ፟ፏል	ይገድ፟ፍ	ይገድፋ፟ል	ይገድ፟ፍ	ገድ፟ፍ	ገድ፟ፎ	መገደ፟ፍ		support	t
ጋጠ	ግጧል	ይግጥ	ይግጣል	ይጋጥ	ጋጥ	ግጦ	መጋጥ	ጋጭ	gnaw	t
ገጠ፟መ	ገጥሟል	ይገጥም	ይገጥማል	ይግጠም	ግጠም	ገጥሞ	መግጠም	ገጣሚ	meet	i
ገጨ፟ 2nd ገጨ፟ህ	ገጭቷል	ይገጭ	ይገጫል	ይግጭ	ግጭ	ገጭቶ	መግጨት	ገጭ [ገጪ]	knock	t
ጋጨ	ግጯል	ይግጭ	ይግጫል	ይጋጭ	ጋጭ	ግጮ	መጋጭ	ጋጪ	abuse	t
ጋጨ፟ 2nd ጋጨ፟ህ	ጋጭቷል	ይጋጭ፟	ይጋጫ፟ል	ይጋጭ	ጋጭ	ጋጭቶ	መጋጨት		sling  	t
ገፋ፟	ገፍቷል	ይገፋ	ይገፋል	ይግፋ	ግፋ	ገፍቶ	መግፋት	ገፊ	push	t
ጠላ፟	ጠልቷል	ይጠላ	ይጠላል	ይጥላ	ጥላ	ጠልቶ	መጥላት	ጠይ	hate	t
ጣለ	ጥሏል	ይጥል	ይጥላል	ይጣል	ጣል	ጥሎ	መጣል	ጣይ	throw	t
