#Amharic Name	Latin Transcription	Alternative Amharic Spelling
አቆአጣጠር	Aqqoṭaṭär	
አቆጣጠር	Aqqoṭaṭär	
አቋም	Aqʷm	
አበ	Abä-	
አበል	Abäll	
አበሩ	Abbäru	
አበራ	Abärra	
አበራሽ	Abärraš	
አበርገል	Abärgäl	
አበሱዳ	Abäsuda	
አበሳ	Abäsa	
አበሻ	Abäša	
አበቅቴ	abäqté	
አበበ	Abbäbä	
አበበች	Abbäbäčč	
አበባ	Abäba	
አበባው	Abäbaw	
አበው	Abäw	
አበዙ	Abäzzu	
አበዛች	Abäzzačč	
አበያ	Abäya	
አበይት	Abbäyt	
አበዳሪ	Abäddari	
አበጀ	Abäjjä	
አበጋር	Abbägar	
አበጋዝ	Abägaz	
አቡ	Abbu	
አቡሻከር	Abušaker	
አቡሻክር	Abušaker	
አቡቀዳዲ	Abuqädadi	
አቡበከር	Abubäkär	
አቡነ	Abunä-	
አቡን	Abun	
አቡዬ	Abbuyyé	
አቡድ	Abud	
አቡጀዲ	Abujädi	
አቢ	Abbi	
አቢራር	Abirar	
አቢይ	Abiyy	
አቢጋር	Abégar	
አባ	Abba	
አባ ወራ	Abba-Wärra	
አባ ዲና	AbbaDina	
አባ ድሽቃ	Abbadéšqa	
አባ ጨጓሬ	AbbaČ̣äggʷrré	
አባል	Abal	
አባል ዘርእ	Abalä-Zär'e	
አባስ	Abbas	
አባቡ	Abbabbu	
አባተ	Abatä	
አባት	Abbat	
አባት ሁን	AbbatHun	
አባያ	Abaya	
አባይ	Abbay	
አባይ	Abbay	
አባይ ነህ	AbbayNäh	
አባይ ነሽ	AbbayNäš	
አባዲ	Abbadi	
አባዲሽቃ	Abbaadéšqa	
አባዲና	AbbaDina	
አባድር	Abader	
አባጣ	Abaṭa	
አቤል	Abél	
አቤሴሎም	Abésélom	
አቤቱታ	Abétuta	
አቤቶ	Abéto	
አቤቶ ሁን	AbétoHun	
አብ	Ab	
አብለ ዘርእ	Abalä-Zär'e	
አብላሊት	Ablalit	
አብራር	Abrar	
አብራክ	Abrak	
አብርሂት	Abrehit	
አብርሃ	Abreha	
አብርሃም	Abreham	
አብሱዳ	Abäsdua	
አብሲት	Absit	
አብሽ	Abeš	
አብሽሎ	Abšello	
አብሾ	Abešo	
አብሿም	Abešʷm	
አብቅቴ	Abäqté	
አብተው	Abetäw	
አብቹ	Abbečču	
አብነት	Abennät	
አብየ	Abbeyyä	
አብያተ	Abeyatä-	
አብዮተኛ	Abeyotäñña	
አብዮተኞች	Abeyotäññočč	
አብዮታዊ	Abeyotawi	
አብዮታዊት	Abeyotawit	
አብዮታውያን	Abeyotaweyan	
አብዮት	Abeyot	
አብደላ	Abdälla	
አብደረብ	Abdäräb	
አብደታ	Abdäta	
አብዱ	Abdu	
አብዱ ራህማን	Abdurahman	
አብዱላሂ	Abdullahi	
አብዱል	Abdul	
አብዱል ራሂም	AbdulRahim	
አብዱል ቃኒ	AbdulQani	
አብዱል ቃድር	AbdulQader	
አብዱል ከሪም	AbdulKärim	
አብዱራሂም	Abdurahim	
አብዱራህማን	Abdurahman	
አብዱር ቃድር	AbdurQader	
አብዲ	Abdi	
አብድል ጋውሪ	AbdälGawri	
አብድረቦ	Abderäbo	
አብዶ	Abdo	
አብዶሽ	Abdoš	
አብጠው	Abbeṭäw	
አብጤ	Abbeṭé	
አቦ ነሽ	AbboNäš	
አቦል	Abol	
አቦማ	Aboma	
አቦሬ	Aboré	
አቧራ	Abʷra	
አቧሬ	Abʷré	
አተላ	Atäla	
አተቴ	Atäté	
አቲከም	Atikäm	
አቲካም	Atikäm	
አታለል	Attalläl	
አታላ	Attalla	
አታላይ	Attalay	
አታሞ	Atamo	
አታክልቴ	Atakelté	
አታክልት	Atakelt	
አቴና	Aténa	
አትለይ	Attelläy	
አትርሳው	Attersaw	
አትሮንስ	Atrones	
አትባራ	Atbara	
አትናቴዎስ	Atnatéwos	
አትናጐ	Atnago	
አትክልተኛ	Atkeltäñña	
አትክልት	Atkelt	
አትገኝ	Atteggäññ	
አትጠገብ	Atteṭṭäggäb	
አቸነፈች	Aččännäfäčč	
አቸናፊ	Aččännafi	
አቸዘ	Ačäzän	
አቸዘን	Ačäzän	
አቸፈር	Ačäfär	
አቻ	Ačča	
አቻም የለሽ	Aččamm-Yälläš	
አቻምና	Aččamna	
አችፈር	Ačäfär	
አነር	Anär	
አነሳሽ	Annäsaš	
አነስተኛ	Anästäñña	
አነባበሮ	Annäbabäro	
አናጉንስጢስ	Anagunesṭis	
አናጋው	Annagaw	
አናጢ	Anaṭi	
አንለይ	Annelläy	
አንልይ	Annelläy	
አንሴቦ	Ansébo	
አንስታይ	Anestay	
አንሶላ	Ansola	
አንሻ	Anša	
አንቀልባ	Anqälba	
አንቀጸ	Anqäṣä-	
አንቀጽ	Anqäṣ	
አንቃ	Anqa	
አንቃር	Anqar	
አንበሳ	Anbässa	
አንበሴ	Anbässé	
አንበጣ	Anbäṭa	
አንቦልክ	Anbolek	
አንተ	Antä	
አንተ ነህ	Antä Näh	
አንችን አሉ	Ančen-Alu	
አንከሊስ	Ankälis	
አንከርት	Ankärett	
አንከሮ	Ankero	
አንካሳ	Ankassa	
አንካሴ	Ankassé	
አንክርትት	Ankärett	
አንክሮ	Ankero	
አንኮ	Anko	
አንኮ በር	Ankobärr	
አንኮበር	Ankobärr	
አንኳር	Ankʷr	
አንደርብ	Andärebb	
አንደበት	Andäbät	
አንደታ	Andäta	
አንደኛ	Anddäñña	
አንዱ	Anddu-	
አንዳርጋቸው	Andargaččäw	
አንዳርጌ	Anddargé	
አንዳች	Anddačč	
አንዳፍታ	Anddafta	
አንዴ	Anddé	
አንድ	Andd	
አንድምታ	Anddemta	
አንድሬ	Anderré	
አንድነት	Anddennät	
አንዶም	Andom	
አንጀት	Anjät	
አንጀኛ	Anjäñña	
አንጃ	Anja	
አንጆ	Anjo	
አንገረብ	Angärebb	
አንገርብ	Angärebb	
አንጉላላ	Angoläla	
አንጋሬ	Angarré	
አንጋው	Angaw	
አንጋጋው	Angagaw	
አንጋፋ	Angaffa	
አንጐለላ	Angoläla	
አንጐል	Angol	
አንጐት	Angot	
አንጓ	Angʷ	
አንጓቼ	Angʷčé	
አንጓዴ	Angʷčé	
አንጥረኛ	Anṭeräñña	
አንጥጮ	Anṭeč̣č̣o	
አንጸባራቂ	Anṣäbaraqi	
አንጻራዊ	Anṣarawi	
አንጻር	Anṣar	
አንፊላ	Anfilla	
አንፊሎ	Anfillo	
አንፋር	Anfar	
አንፋሮ	Anfarro	
አእላፍ	A'elaf	
አእምሮ	A'emro	
አእዋፍ	A'ewaf	
አከለ	Akkälä	
አከርካሪ	Akrari	
አከፋፋይ	Akkäfafay	
አካሉ	Akalu	
አካላት	Akalat	
አካላዊ	Akalawi	
አካል	Akal	
አካሏ	Akalʷ	
አካባቢ	Akkababi	
አካባች	Akabač	
አካፋ	Akafa	
አክሊለ	Aklilä-	
አክሊሉ	Aklilu	
አክሊል	Aklil	
አክሎግ	Aklog	
አክምባሎ	Akembalo	
አክራሪ	Akrari	
አክርማ	Akerma	
አክሱም	Aksum	
አክስት	Akest	
አክበረት	Akbärät	
አክበር	Akbär	
አክበሮም	Akbärom	
አክብሮም	Akbärom	
አክብሮት	Akberot	
አክታ	Akketa	
አኮርባጅ	Akorbaj	
አኮፋዳ	Akofada	
አኳኋን	Akkʷhʷn	
አኳያ	Akkʷyya	
አወል	Awäl	
አወቀ	Awwäqä	
አወናባጅ	Awwänabaj	
አወዛጋቢ	Awwäzagabi	
አወዳሽ	Awäddaš	
አወዳደቅ	Awwädadäq	
አወጣሽ	Awäṭṭaš	
አወጣኸኝ	Awäṭṭak̃äññ	
አዋላጅ	Awwalaj	
አዋሳ	Awasa	
አዋሳኝ	Awwasañ	
አዋሽ	Awaš	
አዋቆ	Awaqo	
አዋዜ	Awazé	
አዋድ	Awad	
አዋጁ	Awaju	
አዋጅ	Awaj	
አውላላ	Awlalla	
አውላቸው	Awelaččäw	
አውላችው	Awelaččäw	
አውሎ ነፋስ	Awelo Näfas	
አውራ	Awra	
አውራሪስ	Awraris	
አውራጃ	Awrajja	
አውራጅ	Awraj	
አውሬ	Awré	
አውባቸው	Awebaččäw	
አውታር	Awtar	
አውታታ	Awtatta	
አውእሎም	Aw'älom	
አውደ	Awdä-	
አውደልዳይ	Awdälday	
አውድ	Awd	
አውድማ	Awdemma	
አውግስጦስ	Awgesṭos	
አውግቸው	Awgeččäw	
አውጣ እኬ	Awṭa'eké	
አውጣአኬ	Awṭa'eké	
አውጥ	Aweṭ	
አውጫጭኝ	Awč̣ač̣eññ	
አዘራር	Azrar	
አዘቅት	Azäqt	
አዘቦ	Azäbo	
አዘቦት	Azäbot	
አዘነ	Azzänä	
አዘነጋሽ	Azänäggaš	
አዘዜ	Azäzé	
አዘዞ	Azäzo	
አዙሪት	Azurit	
አዚዛ	Aziza	
አዚዝ	Aziz	
አዚፋ	Azifa	
አዛለች	Azaläčč	
አዛማጅ	Azzamaj	
አዛርያ	Azareya	
አዛርያስ	Azareyas	
አዛባ	Azaba	
አዛናው	Azzanaw	
አዛውንት	Azawent	
አዛዥ	Azzaz̃	
አዜብ	Azéb	
አዝመራ	Azmära	
አዝሙድ	Azmud	
አዝማሚያ	Azmammiya	
አዝማረ	Azmari	
አዝማሪ	Azmari	
አዝማች	Azmač	
አዝማጅ	Azzamaj	
አዝራር	Azrar	
አዝርእት	Azre'et	
አዝጋሚ	Azgami	
አዞ	Azzo	
አየሁ	Ayyähu	
አየለ	Ayyälä	
አየለች	Ayyäläčč	
አየሉ	Ayyälu	
አየር	Ayyär	
አየነው	Ayyänäw	
አያሌ	Ayyalé	
አያሌው	Ayyaléw	
አያል ነህ	AyyalNäh	
አያል ነሽ	AyyalNäš	
አያት	Ayat	
አያና	Ayyana	
አያኔ	Ayyané	
አያንቱ	Ayyantu	
አያኖ	Ayyano	
አይሁድ	Ayhud	
አይመለል	Aymäläl	
አይሸሽም	Ayšäšemm	
አይሻ	Ayša	
አይብ	Ayb	
አይታገድ	Ayettagäd	
አይትክቱ	Aytaktu	
አይትገድ	Ayettagäd	
አይናዲስ	Aynadis	
አይከል	Aykäl	
አይደርቄ	Aydärqé	
አይዳ	Ayda	
አይዳኝ	Ayeddaññ	
አይድ	Ayyed	
አይድሩስ	Aydrus	
አይጠ መጐጥ	Ayṭä-Mägoṭ	
አይጠየፍ	Ayeṭṭäyyäf	
አይጠገብ	Ayeṭṭäggäb	
አይጥ	Ayṭ	
አዮ	Ayyo	
አደመ	Addämä	
አደም	Adäm	
አደራ	Adära	
አደራዬ	Adärayé	
አደሬ	Adäré	
አደስ	Adäs	
አደባባይ	Addäbabay	
አደንጓሬ	Adängʷrré	
አደይ	Adäy	
አደገ	Addägä	
አደገኛ	Adägäñña	
አደጋ	Adäga	
አደፍርስ	Adäfres	
አዱሊስ	Adulis	
አዱኛ	Adduñña	
አዲ ሸሁ	Addi-Šähu	
አዲ ቀይህ	Addi-Qäyyeh	
አዲ ተከለዛን	Addi-Täkkäzzan	
አዲ አርቃይ	Addi-Arqay	
አዲ ኡግሪ	Addi-Ugri	
አዲ ኳላ	Addi-Kʷla	
አዲ ግራት	Addi-Getat	
አዲሱ	Addisu	
አዲሲቷ	Addisitʷ	
አዲሴ	Addisé	
አዲስ	Addis	
አዲስ አለም	AddisAläm	
አዲስ አበባ	AddisAbäba	
አዲስ ኣለም	AddisAläm	
አዲቦ	Adébo	
አዳል	Adal	
አዳሙ	Addamu	
አዳም	Addam	
አዳራሽ	Addaraš	
አዳስ	Addas	
አዳሽ	Addaš	
አዳባ	Adaba	
አዳነ	Adanä	
አዳነች	Adanäčč	
አዳጋ	Adaga	
አዳፍሬ	Addafré	
አድሀሪ	Adhäri	
አድሀርያን	Adhäreyan	
አድሃና	Adhana	
አድሃኖም	Adhanom	
አድላዊ	Adlawi	
አድላዎ	Adlewo	
አድልዎ	Adlewo	
አድመኛ	Admäñña	
አድማ	Adma	
አድማሱ	Admasu	
አድማሴ	Admasé	
አድማስ	Admas	
አድማሷ	Admasʷ	
አድምቄ	Admeqé	
አድምጤ	Admeṭé	
አድሩስ	Adrus	
አድራጐት	Adragot	
አድር ባይ	Ader-Bay	
አድባራት	Adbarat	
አድባር	Adbar	
አድነው	Adenäw	
አድአ	Adwa	
አድዋ	Ad'ä	
አድጉይ	Adgoy	
አድጐይ	Adgoy	
አጀብ	Ajäb	
አጀንዳ	Ajända	
አጃቢ	Ajjebi	
አጅሬ	Ajjeré	
አጅበው	Ajjebäw	
አጅቢ	Ajjabi	
አገልግል	Agälgel	
አገረ	Agärä-	
አገር	Agär	
አገናዛቢ	Aggänazabi	
አገኘሁ	Agäññähu	
አገው	Agäw	
አገያ	Agäyya	
አገዳ	Agäda	
አገጭ	Agäč̣	
አጉላ	Agula	
አጉል	Agul	
አጊቦ	Agébo	
አጋ	Aga	
አጋሙዳ	Agamudda	
አጋሚዶ	Agamiddo	
አጋማሽ	Aggamaš	
አጋሜ	Agamé	
አጋም	Agam	
አጋር	Aggar	
አጋሮ	Aggaro	
አጋሰስ	Agassäs	
አጋቦስ	Agabos	
አጋንንት	Aganent	
አጋዘን	Agazän	
አጋጣሚ	Aggaṭami	
አጋጭ	Agäč̣	
አጋፋሪ	Aggafari	
አጌቦ	Agébo	
አግ አዚ	Ag'äzi	
አግማሴ	Agmasé	
አግቦ	Agbo	
አግአዚ	Ag'äzi	
አግአዚት	Ag'äzit	
አግአዚያን	Ag'äzeyan	
አግአዝያን	Ag'äzeyan	
አግዛቸው	Aggezaččäw	
አግደው	Aggedäw	
አግዳሚ	Agdami	
አግዴ	Aggedé	
አግድም	Agdem	
አጐበር	Agobär	
አጐብጓቢ	Agobgʷbi	
አጐት	Aggot	
አጐናፍር	Aggonefar	
አጐዛ	Agoza	
አጓት	Aggʷt	
አጓዳኝ	Aggʷdaññ	
አጠቃላይ	Aṭṭäqalay	
አጠባበቅ	Aṭṭäbabäq	
አጣሪ	Aṭari	
አጣና	Aṭana	
አጣዳፊ	Aṭṭadafi	
አጣጥ	Aṭaṭ	
አጥላባቸው	Aṭlabbaččäw	
አጥላው	Aṭlaw	
አጥሌ	Aṭlé	
አጥሚት	Aṭmit	
አጥማጅ	Aṭmaj	
አጥቂ	Aṭqi	
አጥቂነት	Aṭqinnät	
አጥቢያ	Aṭbiya	
አጥናፈ	Aṭnafä-	
አጥናፉ	Aṭnafu	
አጥናፌ	Aṭnafé	
አጥናፍ	Aṭnaf	
አጥንት	Aṭent	
አጥፊ	Aṭfi	
አጨሌ	Ač̣älé	
አጨዳ	Ač̣äda	
አጭር	Ač̣č̣er	
አጵሎስ	Ap̣p̣elos	
አጸቀ	Aṣqä	
አጸደ	Aṣädä	
አጸድ	Aṣäd	
አጸፋ	Aṣäfa	
አጼ	Aṣé	
አጽመ ርስት	Asmä-Rest	
አጽሜ	Aṣmé	
አጽም	Aṣm	
አጽም ርስት	Aṣmä-Rest	
አጽቀ	Aṣqä-	
አጽቅ የለሽ	Asq-Yälläš	
አጽቅ ያለሽ	Aṣq-Yälläš	
አጽብሀ	Aṣbehä	
አጽዋማት	Aṣwamat	
አጽደ	Aṣädä	
አፈ	Afä-	
አፈ ላማ	Afä-Lama	
አፈ ወርቂ	Afä-Wärqi	
አፈ ወርቅ	Afä-wärq	
አፈሩ	Afärru	
አፈራሁ	Afärrahu	
አፈር	Afär	
አፈርሳታ	Afärsata	
አፈሳ	Afäsa	
አፈና	Afäna	
አፈንጋጭ	Afänggač̣	
አፈንጋጭ	Afänggač̣	
አፈኛ	Afäñña	
አፋፍ	Afaf	
አፍለኛ	Afläñña	
አፍሊ	Aflé	
አፍላ	Afla	
አፍላል	Aflal	
አፍላኛ	Afläñña	
አፍሌ	Aflé	
አፍረተ ስጋ	Afrätä-Sega	
አፍራሽ	Afraš	
አፍርሳታ	Afersata	
አፍርንጅ	Afrenj	
አፍቻለ	Afčal	
አፍቻል	Afčal	
አፍአዊ	Af'äwi	
አፍደም	Afdäm	
አፍጼ	Afṣé	
አፎቄ	Afoqé	
አፎት	Afot	
ኡመር	Umär	
ኡራኤል	Ura'él	
ኡርጌ	Urgé	
ኡርጌሳ	Urgéssa	
ኡስማን	Usman	
ኡኡታ	U'uta	
ኡውሱን	I-Wessun	
ኡደት	Udät	
ኢላላ	Ilala	
ኢላማ	Ilama	
ኢላበርእድ	Ilabär'ed	
ኢምንት	Iment	
ኢርቱእ	I-Retu'e	
ኢሰብአዊ	I-Säb'äwi	
ኢሳ	Issa	
ኢሳይያስ	Isayeyyas	
ኢብራሂም	Ibrahim	
ኢብሳ	Ibsa	
ኢቦ	Ibbo	
ኢተያ	Itteyya	
ኢቱ	Ittu	
ኢታና	Ittana	
ኢትየጵያ	Ityop̣eya	
ኢትያ	Itteyya	
ኢትዮጲስ	Ityop̣is	
ኢትዮጵያ	Ityop̣eya	
ኢትዮጵያዊ	Ityop̣eyawi	
ኢትዮጵያውያን	Ityop̣eyaweyan	
ኢውሱን	I-Wessun	
ኢዘዝ	Izäz	
ኢዛዝ	Izäz	
ኢየሩሳሌም	Iyyärusalém	
ኢየሱስ	Iyyäsus	
ኢየሱስ ሞላ	IyyäsusMo'a	
ኢየሱስ ሞኣ	IyyäsusMo'a	
ኢያሪኮ	Iyyariko	
ኢያሱ	Iyyasu	
ኢያቄም	Iyyaqém	
ኢዮብ	Iyyob	
ኢዮአስ	Iyyo'äs	
ኢዮአብ	Iyyo'äb	
ኢዮኤል	Iyyu'él	
ኣለመ	Alämä	
ኣለሙ	Alämu	
ኣለሚቱ	Alämitu	
ኣለማ ማያ	AlämMaya	
ኣለማየሁ	Alämayyähu	
ኣለሜ	Alämé	
ኣለም	Aläm	
ኣለም ማያ	Aläm Maya	
ኣለም ነህ	AlämNäh	
ኣለም ነሽ	AlämNäš	
ኣላማ	Alama	
ኣመተ	Amätä-	
ኣመተ የስ	Amätä-Yyäs	
ኣመቱ	Amätu	
ኣመቴ	Amäté	
ኣመት	Amät	
ኣምሀጀር	Omehäjär	
ኣሞናዳ	Omonada	
ኣርጋው	Argaw	
ኣስማ	Osman	
ኣይነ በጐ	Aynä-Bäggo	
ኣይነ ኩሉ	Aynä-Kullu	
ኣይነተኛ	Aynätäñña	
ኣይነት	Aynät	
ኣይን	Ayn	
ኣይን አውጣ	AynÄwṭa	
ኣዲ ቀይህ	Addi-Qäyyeh	
ኣዲ ተከለዛን	Addi-Täkkäläzzan	
ኣዲ አርቃይ	Addi-Ärqay	
ኣዲ ኡግሪ	Addi-Ugri	
ኣዲ ኳላ	Addi-Kʷla	
ኣዲ ግራት	Addi-Gerat	
ኤልሲ	Élsi	
ኤልሳ	Élsa	
ኤልሳቤጥ	Élsabéṭ	
ኤልያስ	Éleyas	
ኤልዳር	Élidar	
ኤረር	Érär	
ኤርምያስ	Érmeyas	
ኤርትራ	Értera	
ኤርትራዊ	Érterawi	
ኤርትራውያን	Érteraweyan	
ኤሳው	Ésaw	
ኤባ	Ébba	
ኤቶ	Étto	
ኤደን	Édän	
ኤዲቶ	Éditto	
ኤዳ	Éda	
ኤገኖ	Égäno	
ኤፌሶን	Éféson	
ኤፍሬም	Éfrém	
እሁድ	Ehud	
እህል	Ehel	
እህተ	Ehetä	
እህቴ	Eheté	
እህት	Ehet	
እህደጋ	Ehdägga	
እህዳጋ	Ehdägga	
እለት	Elät	
እሌኒ	Elléni	
እልልታ	Elelta	
እልመለክ	Elmäläk	
እልም ነህ	ElmNäh	
እልቂት	Elqitt	
እልቆ መሳፍርት	ElqoMäsafert	
እልበት	Elbät	
እልባት	Ellebat	
እልኸኛ	Ellek̃äñña	
እልኽ	Ellek̃	
እልፍ	Elf	
እልፍ ነሽ	ElfNäš	
እልፍነሽ	ElfNäš	
እልፍኝ	Elfeññ	
እመ	Emmä-	
እመ ምኔት	Emmä-Menét	
እመርታ	Emmärta	
እሙና	Emmuna	
እማማ	Emmamma	
እማኙ	Emmaññu	
እማኝ	Emmaññ	
እሜቴ	Emmété	
እምላእሉ	Em-La'elu	
እምሩ	Emmeru	
እምር	Emmer	
እምሻው	Emmešaw	
እምቡሽቡሽ	Embušbuš	
እምቡጥ	Embuṭ	
እምቢልታ	Embilta	
እምቢተኛ	Embitäññä	
እምቢተኛነት	Embitäññannät	
እምቢታ	Embita	
እምባሶይራ	Embasoyra	
እምባትካላ	Embatekalla	
እምባትክላ	Embatekalla	
እምባጮ	Embač̣č̣o	
እምቦሳ	Embossa	
እምቦቃቅላ	Emboqaqella	
እምቧይ	Embʷy	
እምቧጮ	Embʷč̣č̣o	
እምአእላፍ	Em-Ä'elaf	
እምወድሽ	Emmewäddeš	
እምድብር	Emdeberr	
እረኛ	Erräñña	
እረኛው	Erräññaw	
እረፍት	Eräft	
እራሪ	Errari	
እራቁት	Eraqut	
እራት	Erat	
እሬት	Erét	
እርማት	Erremat	
እርምጃ	Ermejja	
እርሳስ	Ersam	
እርስ በርስ	Ers-Bärs	
እርስቴ	Eresté	
እርስዎ	Ersewo	
እርሻ	Erša	
እርሾ	Eršo	
እርቁ	Erqu	
እርቃን	Erqan	
እርቅ	Erq	
እርቢ	Erebbi	
እርባር	Erban	
እርባታ	Erbata	
እርባን	Erban	
እርብራብ	Erebrab	
እርቦ	Erbo	
እርከን	Erkän	
እርኩም	Erkum	
እርካብ	Erkab	
እርኰት	Erkot	
እርዝቅ	Erzeq	
እርያ	Ereya	
እርዳታ	Erdata	
እርዳው	Erdaw	
እርድ	Erd	
እርጅና	Erjenna	
እርገቱ	Ergätu	
እርገት	Ergät	
እርገጤ	Ergäṭé	
እርጉዝ	Erguz	
እርጋጭ	Ereggač̣	
እርግማን	Ergeman	
እርግብ	Ergeb	
እርግብግቢት	Ergebgebit	
እርግጫ	Ergeč̣č̣a	
እርጥባን	Erṭeban	
እርጥብ	Erṭeb	
እሰዬ	Essäyé	
እሱ ባለው	EssuBaläw	
እሱ ነህ	EssuNäh	
እሳተ ገሞራ	Esatä-Gämora	
እሳቱ	Esatu	
እሳት	Esat	
እሴተ	Essétä	
እስላም	Eslam	
እስማኤል	Esma'él	
እስራት	Esserat	
እስር	Eser	
እስስት	Esest	
እስተዳር	Estädar	
እስትንፋስ	Estenfas	
እስትንፍስ	Estenfas	
እስክስታ	Eskesta	
እስክንድር	Eskender	
እስጢፋኖስ	Esṭifanos	
እሸቱ	Ešätu	
እሸቴ	Ešäté	
እሸት	Ešät	
እሽታ	Eššeta	
እቁበ	Equbä-	
እቁባ	Equba	
እቁባት	Equbat	
እቁባይ	Equbay	
እቁብ	Equb	
እቃ	Eqa	
እቃዎች	Eqawočč	
እቅድ	Eqqed	
እቅፍ	Eqqef	
እበት	Ebbät	
እቡያን	Ebbuyan	
እቡይ	Ebbuy	
እቡይት	Ebbuyt	
እባብ	Ebab	
እባጭ	Ebbač̣	
እብሪተኛ	Ebritäñña	
እብሪት	Ebrit	
እብራይስጥ	Ebrayesṭ	
እብቅ	Ebbeq	
እብነ በረድ	Ebnä-Bäräd	
እብነመለክ	Ebnä-Mäläk	
እብነበ በረድ	Ebnä-Bäräd	
እብድ	Ebd	
እቱቤ	Etubé	
እታለማሁ	Etalämmahu	
እታገኘሁ	Etagäññähu	
እታገኝ	Etagäññ	
እታፈራሁ	Etafärrahu	
እታፍራሁ	Etafärrahu	
እቴ ነሽ	EtéNäš	
እቴቱ	Etétu	
እቴጌ	Etéggé	
እትማማች	Etemmamač	
እትም	Ettem	
እትብት	Etebt	
እነሞር	Ennämor	
እነርሱ	Ennärsu	
እነቆር	Ennäqor	
እነዋሪ	Ennäwari	
እነዚህ	Ennäzih	
እነዚያ	Ennäziya	
እነፍሴ	Ennäfsé	
እናርያ	Ennarya	
እናቲቱ	Ennatitu	
እናት	Ennat	
እናኑ	Ennannu	
እናኒ	Ennanni	
እናንተ	Ennantä	
እናንጐ	Ennango	
እናውጋው	Ennawgaw	
እኔ	Ené	
እንሰት	Ensät	
እንሳሮ	Ensaro	
እንስላል	Enselal	
እንስሳ	Ensesa	
እንስሳት	Ensesat	
እንስት	Ensät	
እንሶስላ	Ensosella	
እንሽላሊት	Enšelalit	
እንቀት	Enqät	
እንቁ	Enqu	
እንቁላል	Enqulal	
እንቁጣጣሽ	Enquṭaṭaš	
እንቃቅላ	Enqaqella	
እንቅልፋም	Enqelfam	
እንቅልፍ	Enqelf	
እንቅርት	Enqert	
እንቅስቃሴ	Enqeseqqasé	
እንቅብ	Enqeb	
እንቅፋት	Enqefat	
እንቆቅልሽ	Enqoqelleš	
እንቆቆ	Enqoqqo	
እንባ	Enba	
እንብርት	Enbert	
እንቧይ	Enbʷy	
እንተኔ	Entäné	
እንተን	Entän	
እንትና	Entena	
እንትን	Enten	
እንትክትክ	Entektek	
እንከን	Enkän	
እንከን የለሽ	EnkänYälläš	
እንኩሮ	Enkuro	
እንክርዳድ	Enkerdad	
እንክብል	Enkebell	
እንክብካቤ	Enkebekkabé	
እንክብክብ	Enkebkeb	
እንኮይ	Enkoy	
እንዘዝ	Enzez	
እንዝህላል	Enzehlal	
እንዝርት	Enzert	
እንየ	Enneyyä	
እንየው	Enneyäw	
እንደራሴ	Endärasé	
እንደርታ	Endärta	
እንደሻው	Endäšaw	
እንደኋሁላ	Endähʷhulla	
እንዳ ስላሴ	EndaSellasé	
እንዳ ይላሉ	Endaylallu	
እንዳሁላ	Endahulla	
እንዳለ	Endalä	
እንዳልሽ	Endalš	
እንዳልካቸው	Endalkaččäw	
እንዳየን	Endayyän	
እንድሪስ	Enderis	
እንድሬ	Enderré	
እንድርያስ	Endereyas	
እንድይላሉ	Endaylallu	
እንዶድ	Endod	
እንጀራ	Enjära	
እንጅልሽ	Enjelleš	
እንጅራ	Enjära	
እንጆሪ	Enjorri	
እንጉርጉሮ	Engurguro	
እንጉዳይ	Enguday	
እንግርግብ	Engergeb	
እንግዳ	Engeda	
እንግዳ አየሁ	Engeda Ayyähu	
እንግዳ እሸት	Engeda Ešät	
እንግዳሸት	EngedaŠät	
እንግዳየሁ	Engeda-Yyähu	
እንግዴልጅ	Engedé-Lej	
እንግጫ	Engeč̣č̣a	
እንጐቻ	Engočča	
እንጥል	Enṭel	
እንጦንስ	Enṭons	
እንጦጦ	Enṭoṭṭo	
እንጨት	Enč̣ät	
እንጭጭ	Enč̣eč̣	
እንፋሎት	Enfalot	
እንፍሴ	Ennäfsé	
እኛ	Eñña	
እኝኝ ብላ	Eññeññ Bela	
እእዛዝ	Te'ezaz	
እከደከ	Ekkädäkkä	
እኩሌታ	Ekkuléta	
እኩል	Ekkul	
እኩልነት	Ekkulennät	
እኩያ	Ekkuyya	
እኩይ	Ekkuy	
እክል	Ekkel	
እውቀቱ	Ewqätu	
እውቀት	Ewqät	
እውነቱ	Ewnätu	
እውነታ	Ewnäta	
እውነት	Ewnät	
እዘዜ	Azäzé	
እዝል	Ezl	
እዝራ	Ezra	
እዝጊእ	Ezgi'e	
እደ	Edä-	
እዳ	Eda	
እዳሪ	Eddari	
እዳይት	Eddayet	
እዳጋ	Edaga	
እድል	Eddel	
እድሜ	Edmé	
እድምተኛ	Eddemtäñña	
እድሞ	Edmo	
እድሪስ	Ederis	
እድር	Edder	
እድገት	Edgät	
እጀ እዙር	EjjÄzur	
እጀ ጠባብ	Ejjä-Ṭäbbab	
እጃጂ	Ejaji	
እጅ	Ejj	
እጅ መንሻ	EjjMänša	
እጅ አዙር	EjjÄzur	
እጅ ይንሱ	Ejj Yensu	
እጅ ጠባብ	Ejjä-Ṭäbbab	
እጅጉ	Ejjegu	
እጅግ አየሁ	EjjegÄyyähu	
እግረ ተማሪ	Egrä-Tämari	
እግረኛ	Egräñña	
እግር	Eger	
እግዚአብሄር	Egzi'äbhér	
እግዚእ	Egzi'e	
